,Cash balance,Portfolio value,Total asset,Returns,Cum Returns,CumReturns
2008-12-31,100000.0,0.0,100000.0,,,1.0
2009-01-02,98894.964735,1125.354114,100020.318849,0.00020318849000000583,,1.00020318849
2009-01-05,97843.890621,2216.503456,100060.394077,0.0004006708682913196,,1.00060394077
2009-01-06,96656.238896,3396.8986290000003,100053.137525,-7.252172117588884e-05,,1.00053137525
2009-01-07,95596.10268199998,4363.706405000001,99959.80908699999,-0.0009327887191612483,,0.99959809087
2009-01-08,94835.43857599999,4895.577201,99731.015777,-0.002288853010922298,,0.99731015777
2009-01-09,93798.54113799999,6013.063842,99811.60497999999,0.0008080655989726182,,0.9981160497999999
2009-01-12,92787.76716399999,6936.773383000001,99724.540547,-0.0008722876765425713,,0.9972454054700001
2009-01-13,91751.42239499999,7913.492078,99664.91447299998,-0.0005979077333719829,,0.9966491447299999
2009-01-14,90760.447135,8793.724895,99554.17202999999,-0.0011111477252107038,,0.9955417203
2009-01-15,89837.05436899999,9576.965979,99414.02034799999,-0.001407793155647541,,0.9941402034800001
2009-01-16,88890.563771,10633.980026000001,99524.543797,0.0011117491135870239,,0.9952454379700002
2009-01-20,87969.48104399999,11344.787384,99314.26842799998,-0.00211279912449458,,0.99314268428
2009-01-21,87097.87126199999,12022.830818,99120.70207999999,-0.0019490285843500876,,0.9912070208000001
2009-01-22,86172.858122,12982.387334000001,99155.245456,0.0003484980965140494,,0.9915524545600003
2009-01-23,85229.221884,13579.434755,98808.656639,-0.0034954158542607194,,0.9880865663900001
2009-01-26,84324.607567,14716.166514,99040.774081,0.0023491609935357705,,0.9904077408100003
2009-01-27,83485.359034,15582.377284,99067.736318,0.0002722337062708302,,0.9906773631800003
2009-01-28,82548.75272299998,16841.729946,99390.48266899999,0.0032578351236773884,,0.9939048266900002
2009-01-29,81575.18272799999,17750.705157,99325.88788499999,-0.0006499091488982867,,0.9932588788500002
2009-01-30,80640.535088,18438.045048,99078.580136,-0.002489861951058714,,0.9907858013600004
2009-02-02,79718.208836,18915.581208,98633.79004400001,-0.004489265907822393,,0.9863379004400005
2009-02-03,78817.04258800001,20249.298102999997,99066.340691,0.004385420521781036,,0.9906634069100004
2009-02-04,77879.34403800001,21180.494977,99059.839015,-6.562951608635181e-05,,0.9905983901500005
2009-02-05,76942.482082,21847.698038,98790.18012,-0.0027221818416156562,,0.9879018012000005
2009-02-06,76049.498414,23682.433675,99731.93208900001,0.009532850004484894,,0.9973193208900005
2009-02-09,75085.236267,25137.846341,100223.082608,0.004924706748503427,,1.0022308260800004
2009-02-10,74060.326021,25857.629006,99917.955027,-0.003044484095479638,,0.9991795502700004
2009-02-11,73164.381243,25921.542526,99085.923769,-0.008327144583525237,,0.9908592376900004
2009-02-12,72239.292581,26637.827174,98877.11975499999,-0.0021073024911872906,,0.9887711975500003
2009-02-13,71416.97957499999,27519.064503,98936.04407799999,0.0005959348648707508,,0.9893604407800004
2009-02-17,70464.95575999998,27924.339899,98389.29565899998,-0.005526281388095078,,0.9838929565900003
