,Avg. monthly return,Pos months pct,Avg yearly return,Max monthly dd,Max drawdown,Lake ratio,Gain to Pain,Sharpe ratio,Sortino ratio
KPI,1.31702388198,53.74069721895809,15.0745949508,-13.36,-4.24,0.0382056675992,0.184963273739,0.843385673259,0.172792521637
