,Avg. monthly return,Pos months pct,Avg yearly return,Max monthly dd,Max drawdown,Lake ratio,Gain to Pain,Sharpe ratio,Sortino ratio
KPI,1.32611976461,54.17156286721504,15.6440160667,-2.08,-6.38,0.0355723668945,0.204786346071,0.928934411628,0.173474724563
