,Avg. monthly return,Pos months pct,Avg yearly return,Max monthly dd,Max drawdown,Lake ratio,Gain to Pain,Sharpe ratio,Sortino ratio
KPI,1.90387965587,52.98434442270059,22.3442318826,-8.2,-4.4,0.0419270101037,1.73680487363,0.962348814721,1.4271890396
