,Avg. monthly return,Pos months pct,Avg yearly return,Max monthly dd,Max drawdown,Lake ratio,Gain to Pain,Sharpe ratio,Sortino ratio
KPI,2.2381635965,54.01174168297456,26.6304669876,-7.47,-3.71,0.0352518826338,2.49573425564,1.2167193459,1.81690763343
