,Avg. monthly return,Pos months pct,Avg yearly return,Max monthly dd,Max drawdown,Lake ratio,Gain to Pain,Sharpe ratio,Sortino ratio
KPI,1.53304467069,55.283757338551865,17.2352833671,-1.69,-8.2,0.0704577793934,1.49385458682,0.916896826069,1.34057729725
