,Avg. monthly return,Pos months pct,Avg yearly return,Max monthly dd,Max drawdown,Lake ratio,Gain to Pain,Sharpe ratio,Sortino ratio
KPI,1.1403025973,54.59882583170255,12.8482034616,-1.74,-6.88,0.0697130237698,1.23040299427,0.77590085894,1.12930357835
