,Avg. monthly return,Pos months pct,Avg yearly return,Max monthly dd,Max drawdown,Lake ratio,Gain to Pain,Sharpe ratio,Sortino ratio
KPI,0.806692096574,52.6908023483366,8.99711662931,-1.81,-8.23,0.0686801277596,0.843390655755,0.552771717154,0.796880009409
