,Avg. monthly return,Pos months pct,Avg yearly return,Max monthly dd,Max drawdown,Lake ratio,Gain to Pain,Sharpe ratio,Sortino ratio
KPI,0.418111638812,51.56555772994129,4.74311658088,-2.09,-8.16,0.107625342005,0.314120450446,0.192896687976,0.267347484606
