,Avg. monthly return,Pos months pct,Avg yearly return,Max monthly dd,Max drawdown,Lake ratio,Gain to Pain,Sharpe ratio,Sortino ratio
KPI,0.640332831824,51.2720156555773,7.02923228398,-2.51,-3.41,0.0517834512147,0.640076187631,0.428556037997,0.621309289651
