,Avg. monthly return,Pos months pct,Avg yearly return,Max monthly dd,Max drawdown,Lake ratio,Gain to Pain,Sharpe ratio,Sortino ratio
KPI,1.06979591874,54.109589041095894,11.9608325657,-1.84,-7.67,0.0846979767109,1.05175799254,0.693293494501,1.0105019238
