,Cash balance,Portfolio value,Total asset,Returns,Cum Returns,CumReturns
2008-12-31,100000.0,0.0,100000.0,,,1.0
2009-01-02,98943.01758900001,1069.266975,100012.28456400002,0.00012284564000020204,,1.0001228456400002
2009-01-05,98094.87371000001,1942.416011,100037.28972100001,0.00025002085602787716,,1.0003728972100001
2009-01-06,97089.57199,2908.784952,99998.356942,-0.00038918266487020237,,0.99998356942
2009-01-07,96060.24005499999,3858.7061300000005,99918.946185,-0.0007941206178624372,,0.9991894618499999
2009-01-08,95051.84739399998,4657.2669479999995,99709.11434199999,-0.002100020576793371,,0.9970911434199998
2009-01-09,94116.10823299998,5671.828314,99787.93654699998,0.0007905215638526197,,0.9978793654699998
2009-01-12,93167.28707899999,6590.010688,99757.29776699998,-0.0003070389173300825,,0.9975729776699999
2009-01-13,92222.81680699998,7395.746615000001,99618.56342199998,-0.0013907187554743627,,0.9961856342199998
2009-01-14,91295.62783899998,8235.128073,99530.75591199998,-0.0008814372239843715,,0.9953075591199998
2009-01-15,90378.16092699999,9045.465291,99423.62621799999,-0.001076347637655961,,0.9942362621799998
2009-01-16,89443.00033899999,10179.380017,99622.380356,0.0019990634576554367,,0.9962238035599998
2009-01-20,88518.09522599999,11000.705376,99518.80060199999,-0.0010397237410897375,,0.9951880060199998
2009-01-21,87573.65401799999,11693.802086,99267.45610399998,-0.0025255981430604146,,0.9926745610399997
2009-01-22,86705.18603099998,12608.571507,99313.75753799998,0.00046643115293987236,,0.9931375753799997
2009-01-23,85776.37406999998,13546.287588,99322.66165799997,8.965646070313582e-05,,0.9932266165799996
2009-01-26,84847.74546599998,14766.692853,99614.43831899998,0.0029376645382772626,,0.9961443831899998
2009-01-27,83900.44549799997,15693.307875,99593.75337299997,-0.00020765007913581268,,0.9959375337299997
2009-01-28,82954.76776199997,16988.43019,99943.19795199997,0.0035086997644446782,,0.9994319795199997
2009-01-29,81989.45774999997,17929.475351999998,99918.93310199997,-0.00024278640765185155,,0.9991893310199997
2009-01-30,81024.97725899998,18538.3032,99563.28045899997,-0.003559411934842549,,0.9956328045899998
2009-02-02,80078.62815899999,19072.1723,99150.80045899999,-0.004142892822518451,,0.99150800459
2009-02-03,79151.98905899998,20580.914447,99732.90350599999,0.005870886007024234,,0.9973290350599999
2009-02-04,78198.36335999999,21616.356052,99814.71941199999,0.0008203501865868823,,0.9981471941199999
2009-02-05,77240.99569499999,22062.42367,99303.419365,-0.005122491452283051,,0.9930341936499999
2009-02-06,76333.80751299998,23640.842796,99974.65030899998,0.006759394070135816,,0.9997465030899998
2009-02-09,75370.94536599999,25105.093419000004,100476.03878499998,0.005015156086571215,,1.00476038785
2009-02-10,74418.45085199998,25693.117283,100111.56813499998,-0.0036274384859050768,,1.00111568135
2009-02-11,73479.17343599998,25794.768395,99273.94183099997,-0.008366928214234681,,0.9927394183099999
2009-02-12,72540.96906599998,26601.461902999996,99142.43096899998,-0.0013247269079319501,,0.99142430969
2009-02-13,71607.57606899997,27898.427200000002,99506.00326899998,0.0036671715273319805,,0.9950600326899999
2009-02-17,70662.09510899997,28206.831272999996,98868.92638199998,-0.006402396499412766,,0.9886892638199999
2009-02-18,69764.60052499997,29494.259953,99258.86047799997,0.0039439499372473374,,0.9925886047799999
2009-02-19,68854.71699699998,30604.227664000002,99458.94466099999,0.00201578158399629,,0.9945894466099999
2009-02-20,67912.05289299999,31341.128781,99253.18167399999,-0.0020688233491852337,,0.9925318167399999
2009-02-23,66975.832447,32299.725994,99275.558441,0.00022545138223883932,,0.99275558441
2009-02-24,66038.324614,31519.513828,97557.838442,-0.017302546830002097,,0.9755783844199999
2009-02-25,65149.026586,32724.041296,97873.067882,0.0032312056625507513,,0.9787306788199999
2009-02-26,64250.996866,33659.071167999995,97910.068034,0.0003780422214270107,,0.9791006803399998
2009-02-27,63351.82400200001,32693.774497000002,96045.59849900001,-0.019042674287107375,,0.96045598499
2009-03-02,62500.74130600001,33457.978314,95958.71962000002,-0.0009045586716907028,,0.9595871962
2009-03-03,61651.88680300001,33417.247104,95069.13390700001,-0.009270504197250617,,0.9506913390699999
2009-03-04,60824.954860000005,34328.808898,95153.76375800002,0.0008901927210442917,,0.9515376375799999
2009-03-05,59995.91826700001,35779.180997999996,95775.099265,0.006529804838620867,,0.9577509926499996
2009-03-06,59152.454296,36309.63067300001,95462.08496900002,-0.0032682220995031708,,0.9546208496899998
2009-03-09,58315.96388500001,36588.9988,94904.962685,-0.005836058202383976,,0.9490496268499997
2009-03-10,57492.240073000015,36888.802176000005,94381.04224900002,-0.005520474600879788,,0.9438104224899998
2009-03-11,56705.03214500001,39384.841665,96089.87381000002,0.018105665293371986,,0.9608987380999997
2009-03-12,55855.96410800001,39507.499037,95363.46314500002,-0.007559700478287135,,0.9536346314499996
2009-03-13,55022.24304200001,41683.116937,96705.359979,0.014071393694665035,,0.9670535997899994
2009-03-16,54160.82714900001,43511.430669999994,97672.257819,0.009998389336536961,,0.9767225781899994
2009-03-17,53279.92484300001,43869.412912,97149.33775500002,-0.005353823856197093,,0.9714933775499994
2009-03-18,52409.35070300001,45321.650667,97731.00137000001,0.0059873142570141535,,0.9773100136999994
2009-03-19,51527.23589000002,48072.254738999996,99599.490629,0.019118695529641405,,0.9959949062899993
2009-03-20,50609.44305200001,48225.661712999994,98835.104765,-0.007674596116633681,,0.9883510476499991
2009-03-23,49705.93340300002,48842.98582,98548.91922300002,-0.0028955859629069547,,0.9854891922299994
2009-03-24,48807.69518000002,50728.187964,99535.88314400002,0.010014964433721074,,0.9953588314399994
2009-03-25,47891.56651400001,51433.926258,99325.49277200001,-0.0021137138221362095,,0.9932549277199993
2009-03-26,46979.21894600001,52562.868385,99542.08733100002,0.0021806542606055412,,0.9954208733099994
2009-03-27,46063.204868000015,53678.044396,99741.24926400001,0.002000781160412357,,0.9974124926399993
2009-03-30,45143.827247000016,53866.049672,99009.87691900002,-0.007332696857086374,,0.9900987691899993
2009-03-31,44236.690184000014,55174.072047,99410.76223100002,0.004048942635571207,,0.9941076223099993
2009-04-01,43322.89201400001,55241.938215,98564.83022900001,-0.008509460978020855,,0.9856483022899992
2009-04-02,42422.93371100001,58521.341991,100944.27570200001,0.02414091788594086,,1.009442757019999
2009-04-03,41484.67958000002,60037.084703,101521.76428300003,0.00572086507118863,,1.015217642829999
2009-04-06,40537.17498800002,60425.93552,100963.11050800001,-0.005502798133439901,,1.0096311050799989
2009-04-07,39598.25394800002,61582.323183,101180.57713100003,0.0021539215848820348,,1.011805771309999
2009-04-08,38656.11639800003,63748.096118,102404.21251600003,0.012093579812415323,,1.024042125159999
