Date,Open,High,Low,Close,Adj Close,Volume
2008-12-31,89.080002,90.970001,88.870003,90.239998,73.579315,193987200
2009-01-02,90.440002,93.440002,89.849998,92.959999,75.797119,227566300
2009-01-05,92.629997,93.660004,91.889999,92.849998,75.707458,240349700
2009-01-06,93.639999,94.449997,92.680000,93.470001,76.212975,328260900
2009-01-07,92.000000,92.260002,90.199997,90.669998,73.929947,280899200
2009-01-08,90.160004,91.089996,89.669998,91.040001,74.231621,263834400
2009-01-09,91.160004,91.320000,85.360001,89.089996,72.641647,330953600
2009-01-12,88.839996,88.910004,86.410004,86.949997,70.896721,277858500
2009-01-13,86.730003,87.879997,86.199997,87.110001,71.027199,356432300
2009-01-14,85.540001,85.750000,83.160004,84.370003,68.793083,435491600
2009-01-15,84.120003,85.250000,81.720001,84.400002,68.817558,532647300
2009-01-16,85.860001,85.989998,83.050003,85.059998,69.355690,399237200
2009-01-20,84.230003,85.059998,80.050003,80.570000,65.694649,419855200
2009-01-21,81.940002,84.239998,80.470001,84.050003,68.532166,364360700
2009-01-22,82.419998,84.040001,81.169998,82.750000,67.472198,427940300
2009-01-23,80.900002,83.989998,80.570000,83.110001,67.765701,386800600
2009-01-26,83.589996,85.360001,82.809998,83.680000,68.230484,317978800
2009-01-27,84.129997,85.150002,83.300003,84.529999,68.923538,273789700
2009-01-28,86.400002,87.949997,86.070000,87.389999,71.255508,330007000
2009-01-29,86.110001,87.489998,84.470001,84.550003,68.939842,294392500
2009-01-30,84.980003,85.400002,82.209999,82.830002,67.537422,383383600
2009-02-02,81.570000,83.180000,81.309998,82.580002,67.333565,288233300
2009-02-03,83.099998,84.360001,82.220001,83.739998,68.279396,278385800
2009-02-04,84.300003,85.370003,83.040001,83.330002,67.945091,322989300
2009-02-05,82.699997,85.290001,77.730003,84.570000,68.956154,417679400
2009-02-06,84.860001,87.339996,84.680000,86.980003,70.921227,366101700
2009-02-09,86.959999,87.739998,86.320000,87.099998,71.019058,240075200
2009-02-10,86.269997,87.029999,82.449997,83.110001,67.765701,536212800
2009-02-11,83.449997,84.050003,82.400002,83.599998,68.165230,324442500
2009-02-12,82.169998,83.820000,81.050003,83.660004,68.214172,469302200
2009-02-13,83.550003,84.239998,82.739998,82.760002,67.480339,293998400
2009-02-17,80.160004,82.959999,79.169998,79.220001,64.593903,478910100
2009-02-18,79.790001,79.940002,78.279999,79.029999,64.439003,362964800
2009-02-19,79.839996,80.150002,78.019997,78.180000,63.745926,316867500
